comment,other_contrapuntal,voices_p6_up,other_pres_type,phrase_number,voice_role_fifth,composition_number,voice_role_lo1_nim,start_measure,voices_p6_lo,cadence_role_cantz,cadence_alter,voice_role_fourth,other_formulas,voice_role_lo2_nim,cadence_final_tone,voice_role_up1_nim,voice_role_up2_nim,stop_measure,earlier_phrase,cadence_role_tenz,voices_p3_up,voice_role_un_oct,voice_role_dux2,voice_role_dux1,timestamp,voices_53_lo,repeat_exact_varied,analyst,voice_role_below,text_treatment,voices_53_up,voices_p3_lo,cadence_kind,voice_role_above,voice_role_com2,repeat_kind,voice_role_com1
,,None,None,"DC0622.2: Comme celuy qui tout entier est vostre,",None,DC0622: Je suys a vous mais sÃ§avez vous comment,None,8,None,S,,None,,None,G,None,None,9,None,T,None,None,None,None,24/08/2013 16:17:48,None,None,"Bazinet, Genevieve",None,None,None,None,Authentic,None,None,None,None
,,None,FI,"DC0622.2: Comme celuy qui tout entier est vostre,",T,DC0622: Je suys a vous mais sÃ§avez vous comment,None,5,None,None,,None,,None,None,None,None,6,None,None,None,None,None,B,24/08/2013 16:16:54,None,None,"Bazinet, Genevieve",None,None,None,None,None,None,None,None,T
,,None,None,"DC0622.2: Comme celuy qui tout entier est vostre,",None,DC0622: Je suys a vous mais sÃ§avez vous comment,None,4,None,None,,None,,None,None,None,None,5,None,None,None,None,None,None,24/08/2013 16:16:27,None,None,"Bazinet, Genevieve",None,Text Overlap,None,None,None,None,None,None,None
,,None,None,"DC0622.1: Je suis Ã  vous mais sÃ§avez vous comment,",None,DC0622: Je suys a vous mais sÃ§avez vous comment,None,4,None,None,,None,,None,None,None,None,5,None,None,None,None,None,None,24/08/2013 16:16:11,None,None,"Bazinet, Genevieve",None,None,None,None,NoCadence,None,None,None,None
,,None,FI,"DC0622.1: Je suis Ã  vous mais sÃ§avez vous comment,",None,DC0622: Je suys a vous mais sÃ§avez vous comment,None,2,None,None,,None,,None,None,None,None,3,None,None,None,Ct,None,B,24/08/2013 16:15:49,None,None,"Bazinet, Genevieve",None,None,None,None,None,None,None,None,Ct
,,None,FI,"DC0622.1: Je suis Ã  vous mais sÃ§avez vous comment,",None,DC0622: Je suys a vous mais sÃ§avez vous comment,None,1,None,None,,None,,None,None,None,None,2,None,None,None,T,None,S,24/08/2013 16:15:20,None,None,"Bazinet, Genevieve",None,None,None,None,None,None,None,None,T
,,None,None,DC0621.7: Car nâ€™avez pas la lance quâ€™il me fault.,None,DC0621: Un gay berger prioit une bergiere,None,42,None,None,,None,,None,None,None,None,49,7,None,None,None,None,None,24/08/2013 16:13:37,None,Exact,"Bazinet, Genevieve",None,None,None,None,None,None,None,Final Repeat,None
,,None,FI,DC0621.7: Car nâ€™avez pas la lance quâ€™il me fault.,S,DC0621: Un gay berger prioit une bergiere,None,49,None,None,,None,,None,None,None,None,41,None,None,None,None,None,B,24/08/2013 16:13:03,None,None,"Bazinet, Genevieve",None,None,None,None,None,None,None,None,S
,,None,None,DC0621.7: Car nâ€™avez pas la lance quâ€™il me fault.,None,DC0621: Un gay berger prioit une bergiere,None,35,None,None,,None,,None,None,None,None,42,7,None,None,None,None,None,24/08/2013 16:11:51,None,Exact,"Bazinet, Genevieve",None,None,None,None,None,None,None,Final Repeat,None
,,None,None,DC0621.7: Car nâ€™avez pas la lance quâ€™il me fault.,None,DC0621: Un gay berger prioit une bergiere,None,48,None,S,,None,,None,G,None,None,49,None,T,None,None,None,None,24/08/2013 16:11:05,None,None,"Bazinet, Genevieve",None,None,None,None,Authentic,None,None,None,None
,,,,DC0621.7: Car nâ€™avez pas la lance quâ€™il me fault.,,DC0621: Un gay berger prioit une bergiere,,41,,S,,,,,G,,,42,,T,,,,,24/08/2013 16:10:28,,,"Bazinet, Genevieve",,,,,Authentic,,,,
"This is an additional duo entry following the ID, however the Ct/S duo does not reappear, this is therefore just FI for bars 38-39.",Stretto Fuga,None,FI,DC0621.7: Car nâ€™avez pas la lance quâ€™il me fault.,T,DC0621: Un gay berger prioit une bergiere,None,38,None,None,,None,,None,None,None,None,39,None,None,None,None,None,B,24/08/2013 16:09:06,None,None,"Bazinet, Genevieve",None,None,None,None,None,None,None,None,T
,Stretto Fuga,None,ID,DC0621.7: Car nâ€™avez pas la lance quâ€™il me fault.,T,DC0621: Un gay berger prioit une bergiere,None,35,None,None,,None,,None,None,None,None,38,None,None,None,None,Ct,B,24/08/2013 16:07:00,None,None,"Bazinet, Genevieve",None,None,None,None,None,None,S,None,T
,,None,None,"DC0621.6: Parquoy cessez faire telle priere,",None,DC0621: Un gay berger prioit une bergiere,None,34,None,None,,None,,None,None,None,None,35,None,None,None,None,None,None,24/08/2013 16:05:15,None,None,"Bazinet, Genevieve",None,None,None,None,NoCadence,None,None,None,None
,,None,HR Simple,"DC0621.6: Parquoy cessez faire telle priere,",None,DC0621: Un gay berger prioit une bergiere,None,33,None,None,,None,,None,None,None,None,35,None,None,None,None,None,None,24/08/2013 16:04:52,None,None,"Bazinet, Genevieve",None,None,None,None,None,None,None,None,None
,,None,NIM,"DC0621.6: Parquoy cessez faire telle priere,",None,DC0621: Un gay berger prioit une bergiere,Ct,32,None,None,,None,,B,None,S,T,33,None,None,None,None,None,None,24/08/2013 16:04:28,None,None,"Bazinet, Genevieve",None,None,None,None,None,None,None,None,None
,,None,None,DC0621.5: Ne pensez pas que ferois tel deffault?,None,DC0621: Un gay berger prioit une bergiere,None,31,None,None,,None,,None,G,None,None,32,None,None,None,None,None,None,24/08/2013 16:03:13,None,None,"Bazinet, Genevieve",None,None,None,None,Plagal,None,None,None,None
,,S,HR Dance,DC0621.5: Ne pensez pas que ferois tel deffault?,None,DC0621: Un gay berger prioit une bergiere,None,27,T,None,,None,,None,None,None,None,33,None,None,None,None,None,None,24/08/2013 16:02:46,B,None,"Bazinet, Genevieve",None,None,T,None,None,None,None,None,None
,,None,None,"DC0621.4: Votre parler je trouve deshonneste,",None,DC0621: Un gay berger prioit une bergiere,None,26,None,S,,None,,None,G,None,None,27,None,T,None,None,None,None,24/08/2013 16:02:03,None,None,"Bazinet, Genevieve",None,None,None,None,Authentic,None,None,None,None
"Exception: the final cadence of Phrase 4 is different, lacking the extra flourish in the Tenor. This cadence is noted in a separate entry (bar 26-27, Authentic cadence to G, S/T).",,None,None,"DC0621.4: Votre parler je trouve deshonneste,",None,DC0621: Un gay berger prioit une bergiere,None,20,None,None,,None,,None,None,None,None,27,2,None,None,None,None,None,24/08/2013 16:01:32,None,Varied,"Bazinet, Genevieve",None,None,None,None,None,None,None,Direct Repeat,None
,,None,None,"DC0621.3: Allez dict-elle, et vous tirez arriere",None,DC0621: Un gay berger prioit une bergiere,None,14,None,None,,None,,None,None,None,None,20,1,None,None,None,None,None,24/08/2013 15:58:41,None,Exact,"Bazinet, Genevieve",None,None,None,None,None,None,None,Direct Repeat,None
,,None,None,"DC0621.3: Allez dict-elle, et vous tirez arriere",None,DC0621: Un gay berger prioit une bergiere,None,14,None,None,,None,,None,None,None,None,14,None,None,None,None,None,None,24/08/2013 15:58:17,None,None,"Bazinet, Genevieve",None,Text Overlap,None,None,None,None,None,None,None
,,None,None,"DC0621.2: En luy faisant du jeu dâ€™aimer requeste,",None,DC0621: Un gay berger prioit une bergiere,None,13,None,S,,None,,None,G,None,None,14,None,T,None,None,None,None,24/08/2013 15:57:51,None,None,"Bazinet, Genevieve",None,None,None,None,Authentic,None,None,None,None
,,None,FI,"DC0621.2: En luy faisant du jeu dâ€™aimer requeste,",None,DC0621: Un gay berger prioit une bergiere,None,10,None,None,,B,,None,None,None,None,11,None,None,None,None,None,S,24/08/2013 15:56:53,None,None,"Bazinet, Genevieve",None,None,None,None,None,None,None,None,B
,,None,FI,"DC0621.2: En luy faisant du jeu dâ€™aimer requeste,",None,DC0621: Un gay berger prioit une bergiere,None,10,None,None,,None,,None,None,None,None,11,None,None,None,T,None,S,24/08/2013 15:56:24,None,None,"Bazinet, Genevieve",None,None,None,None,None,None,None,None,T
,,None,NIM,"DC0621.2: En luy faisant du jeu dâ€™aimer requeste,",None,DC0621: Un gay berger prioit une bergiere,Ct,7,None,None,,None,,B,None,S,T,10,None,None,None,None,None,None,24/08/2013 15:55:36,None,None,"Bazinet, Genevieve",None,None,None,None,None,None,None,None,None
,,None,None,"DC0621.1: Un gay bergier prioit une bergiere,",None,DC0621: Un gay berger prioit une bergiere,None,6,None,S,,None,,None,G,None,None,7,None,T,None,None,None,None,24/08/2013 15:54:33,None,None,"Bazinet, Genevieve",None,None,None,None,Authentic,None,None,None,None
S has one additional entry of the soggetto after the ID is complete (bar 4-5).,,None,ID,"DC0621.1: Un gay bergier prioit une bergiere,",None,DC0621: Un gay berger prioit une bergiere,None,1,None,None,,Ct,,None,None,None,None,3,None,None,None,None,T,S,24/08/2013 15:53:48,None,None,"Bazinet, Genevieve",None,None,None,None,None,None,B,None,Ct
,,None,None,DC0620.8: Câ€™est par Dieu faulte de cognoistre.,None,DC0620: En amour y a du plaisir,None,19,None,None,,None,,None,None,None,None,26,8,None,None,None,None,None,24/08/2013 15:26:49,None,Exact,"Bazinet, Genevieve",None,None,None,None,None,None,None,Final Repeat,None
,,None,None,DC0620.8: Câ€™est par Dieu faulte de cognoistre.,None,DC0620: En amour y a du plaisir,None,24,None,S,,None,,None,F,None,None,25,None,T,None,None,None,None,24/08/2013 15:26:22,None,None,"Bazinet, Genevieve",None,None,None,None,Authentic,None,None,None,None
,,None,None,DC0620.8: Câ€™est par Dieu faulte de cognoistre.,None,DC0620: En amour y a du plaisir,None,21,None,None,,None,,None,None,None,None,22,None,None,None,None,None,None,24/08/2013 15:25:42,None,None,"Bazinet, Genevieve",None,None,None,None,NoCadence,None,None,None,None
,,S,HR Fauxbourdon,DC0620.8: Câ€™est par Dieu faulte de cognoistre.,None,DC0620: En amour y a du plaisir,None,22,T,None,,None,,None,None,None,None,24,None,None,None,None,None,None,24/08/2013 15:25:03,B,None,"Bazinet, Genevieve",None,None,Ct,None,None,None,None,None,None
,,None,None,DC0620.8: Câ€™est par Dieu faulte de cognoistre.,None,DC0620: En amour y a du plaisir,None,22,None,None,,None,,None,None,None,None,24,None,None,None,None,None,None,24/08/2013 15:23:28,None,None,"Bazinet, Genevieve",None,None,None,None,None,None,None,None,None
Text declamation through repetition of words but with different melody: 19-22=22-24.,,None,None,DC0620.8: Câ€™est par Dieu faulte de cognoistre.,None,DC0620: En amour y a du plaisir,None,19,None,None,,None,,None,None,None,None,24,None,None,None,None,None,None,24/08/2013 15:22:46,None,None,"Bazinet, Genevieve",None,Text Declamation,None,None,None,None,None,None,None
,,None,None,"DC0620.7: Quicter le plaisir pour la peine,",None,DC0620: En amour y a du plaisir,None,16,None,None,,None,,None,None,None,None,19,7,None,None,None,None,None,24/08/2013 15:21:15,None,Exact,"Bazinet, Genevieve",None,None,None,None,None,None,None,Final Repeat,None
,,None,None,"DC0620.7: Quicter le plaisir pour la peine,",None,DC0620: En amour y a du plaisir,None,19,None,None,,None,,None,C,None,None,19,None,None,None,None,None,None,24/08/2013 15:20:49,None,None,"Bazinet, Genevieve",None,None,None,None,Plagal,None,None,None,None
,,S,None,"DC0620.7: Quicter le plaisir pour la peine,",None,DC0620: En amour y a du plaisir,None,18,T,None,,None,,None,None,None,None,19,None,None,None,None,None,None,24/08/2013 15:20:18,None,None,"Bazinet, Genevieve",None,None,None,None,None,None,None,None,None
,,None,HR Simple,"DC0620.7: Quicter le plaisir pour la peine,",None,DC0620: En amour y a du plaisir,None,16,None,None,,None,,None,None,None,None,19,None,None,S,None,None,None,24/08/2013 15:19:50,B,None,"Bazinet, Genevieve",None,None,S,Ct,None,None,None,None,None
,,None,None,"DC0620.6: Que lâ€™un sans lâ€™aultre ne puisse estre,",None,DC0620: En amour y a du plaisir,None,15,None,None,,None,,None,D,None,None,16,None,None,None,None,None,None,24/08/2013 15:18:47,None,None,"Bazinet, Genevieve",None,None,None,None,Plagal,None,None,None,None
,,S,None,"DC0620.6: Que lâ€™un sans lâ€™aultre ne puisse estre,",None,DC0620: En amour y a du plaisir,None,14,T,None,,None,,None,None,None,None,15,None,None,None,None,None,None,24/08/2013 15:18:06,None,None,"Bazinet, Genevieve",None,None,None,None,None,None,None,None,None
,,None,None,"DC0620.6: Que lâ€™un sans lâ€™aultre ne puisse estre,",None,DC0620: En amour y a du plaisir,None,13,None,None,,None,,None,None,None,None,14,None,None,None,None,None,None,24/08/2013 15:17:37,B,None,"Bazinet, Genevieve",None,None,Ct,None,None,None,None,None,None
,,None,HR Simple,"DC0620.6: Que lâ€™un sans lâ€™aultre ne puisse estre,",None,DC0620: En amour y a du plaisir,None,13,None,None,,None,,None,None,None,None,16,None,None,None,None,None,None,24/08/2013 15:17:08,None,None,"Bazinet, Genevieve",None,None,None,None,None,None,None,None,None
,,None,None,"DC0620.5: Mais si du bien tant est prochaine,",None,DC0620: En amour y a du plaisir,None,13,None,None,,None,,None,None,None,None,13,None,None,None,None,None,None,24/08/2013 15:16:38,None,None,"Bazinet, Genevieve",None,None,None,None,NoCadence,None,None,None,None
,,S,HR Simple,"DC0620.5: Mais si du bien tant est prochaine,",None,DC0620: En amour y a du plaisir,None,11,T,None,,None,,None,None,None,None,13,None,None,S,None,None,None,24/08/2013 15:16:16,None,None,"Bazinet, Genevieve",None,None,None,Ct,None,None,None,None,None
,,None,None,"DC0620.4: La roze, et lâ€™espine ny prenne ",None,DC0620: En amour y a du plaisir,None,11,None,None,,None,,None,None,None,None,11,None,None,None,None,None,None,24/08/2013 15:15:39,None,None,"Bazinet, Genevieve",None,None,None,None,NoCadence,None,None,None,None
,,None,None,"DC0620.4: La roze, et lâ€™espine ny prenne ",None,DC0620: En amour y a du plaisir,None,9,None,None,,None,,None,None,None,None,11,None,None,S,None,None,None,24/08/2013 15:15:18,None,None,"Bazinet, Genevieve",None,None,None,B,None,None,None,None,None
,,S,HR Simple,"DC0620.4: La roze, et lâ€™espine ny prenne ",None,DC0620: En amour y a du plaisir,None,8,T,None,,None,,None,None,None,None,11,None,None,S,None,None,None,24/08/2013 15:14:55,B,None,"Bazinet, Genevieve",None,None,T,Ct,None,None,None,None,None
,,None,None,"DC0620.3: Y cueille qui en peult choisir,",None,DC0620: En amour y a du plaisir,None,8,None,None,,None,,None,None,None,None,8,None,None,None,None,None,None,24/08/2013 15:13:54,None,None,"Bazinet, Genevieve",None,None,None,None,NoCadence,None,None,None,None
,,None,None,"DC0620.3: Y cueille qui en peult choisir,",None,DC0620: En amour y a du plaisir,None,6,None,None,,None,,None,None,None,None,8,None,None,None,None,None,None,24/08/2013 15:13:36,B,None,"Bazinet, Genevieve",None,None,Ct,None,None,None,None,None,None
,,S,HR Simple,"DC0620.3: Y cueille qui en peult choisir,",None,DC0620: En amour y a du plaisir,None,6,T,None,,None,,None,None,None,None,8,None,None,S,None,None,None,24/08/2013 15:13:12,B,None,"Bazinet, Genevieve",None,None,T,Ct,None,None,None,None,None
,,None,None,"DC0620.2: En amour douleur se pourmenne,",None,DC0620: En amour y a du plaisir,None,5,None,None,,None,,None,None,None,None,5,None,None,None,None,None,None,24/08/2013 15:12:18,None,None,"Bazinet, Genevieve",None,None,None,None,NoCadence,None,None,None,None
,,None,None,"DC0620.2: En amour douleur se pourmenne,",None,DC0620: En amour y a du plaisir,None,3,None,None,,None,,None,None,None,None,6,None,None,None,None,None,None,24/08/2013 15:11:44,B,None,"Bazinet, Genevieve",None,None,T,None,None,None,None,None,None
,,S,HR Stagger,"DC0620.2: En amour douleur se pourmenne,",None,DC0620: En amour y a du plaisir,None,3,T,None,,None,,None,None,None,None,6,None,None,S,None,None,None,24/08/2013 15:11:19,B,None,"Bazinet, Genevieve",None,None,S,Ct,None,None,None,None,None
,,None,None,"DC0620.1: En amour y a du plaisir,",None,DC0620: En amour y a du plaisir,None,2,None,None,,None,,None,None,None,None,3,None,None,None,None,None,None,24/08/2013 15:10:30,None,None,"Bazinet, Genevieve",None,None,None,None,NoCadence,None,None,None,None
,,None,None,"DC0620.1: En amour y a du plaisir,",None,DC0620: En amour y a du plaisir,None,1,None,None,,None,,None,None,None,None,3,None,None,None,None,None,None,24/08/2013 15:10:15,B,None,"Bazinet, Genevieve",None,None,T,None,None,None,None,None,None
,,S,HR Fauxbourdon,"DC0620.1: En amour y a du plaisir,",None,DC0620: En amour y a du plaisir,None,1,T,None,,None,,None,None,None,None,3,None,None,Ct,None,None,None,24/08/2013 15:09:54,B,None,"Bazinet, Genevieve",None,None,S,T,None,None,None,None,None
,,None,None,DC0619.8: Rossignolet sonne la dance.,None,DC0619: Il n'est que d'estre sur l'herbette,None,26,None,None,,None,,None,None,None,None,33,8,None,None,None,None,None,24/08/2013 15:07:29,None,Exact,"Bazinet, Genevieve",None,None,None,None,None,None,None,Final Repeat,None
,,None,None,DC0619.8: Rossignolet sonne la dance.,None,DC0619: Il n'est que d'estre sur l'herbette,None,30,None,S,,None,,None,F,None,None,31,None,T,None,None,None,None,24/08/2013 15:07:07,None,None,"Bazinet, Genevieve",None,None,None,None,None,None,None,None,None
,,None,HR Stagger,DC0619.8: Rossignolet sonne la dance.,None,DC0619: Il n'est que d'estre sur l'herbette,None,31,None,None,,None,,None,None,None,None,32,None,None,None,None,None,None,24/08/2013 15:06:38,None,None,"Bazinet, Genevieve",None,None,None,None,None,None,None,None,None
,,None,None,DC0619.8: Rossignolet sonne la dance.,None,DC0619: Il n'est que d'estre sur l'herbette,None,26,None,None,,None,,None,None,None,None,27,None,None,None,None,None,None,24/08/2013 15:06:13,None,None,"Bazinet, Genevieve",None,Text Overlap,None,None,None,None,None,None,None
,,None,FI,DC0619.8: Rossignolet sonne la dance.,None,DC0619: Il n'est que d'estre sur l'herbette,None,27,None,None,,None,,None,None,None,None,29,None,None,None,T,None,S,24/08/2013 15:05:50,None,None,"Bazinet, Genevieve",None,None,None,None,None,None,None,None,T
